line,season,episode,character
"For the record? Not on board with fake Stanley... although, I get it.",6,13,Pam
"Dwight, I would like you to apologize to this beautiful, beautiful woman for forcing her to walk five miles, which for her is basically a death march.",5,1,Michael
"OK, well I saw a station about a mile back so, chop chop.",9,4,Jim
Jim. Can I see you for a second?,4,8,Pam
That’s what she said.,9,23,Michael
Gah-ah-hah-ha!,4,6,Dwight
Yeah. It'll be fun. What do you... What do you...,2,22,Michael
"I don't normally do this, but...Girl at table Do what?",6,19,Andy
"Yes, Toby?",2,2,Michael
I guess that's why I thought he ran away in the first place. To find a kid he liked better.,7,2,Michael
"Hey, I’m in Philadelphia right now.",9,11,Jim
Whoa.,9,12,Kevin
Your home office?,2,9,Pam
It's a miracle. She loves him.,7,8,Pam
This is probably the icebreaker you need.,3,11,Michael
"Michael, you always said we were a family. Then you went after us.",5,24,Phyllis
"Well, it just so happens that I am a manager too. And the way I manage people is that I touch their hearts and souls with humor, with love and maybe a dash of razzle-dazzle. And I don't see that from you.",6,19,Michael
That we surgically remove the fear center from Michael's brain?,6,5,Andy
What’s the mouse’s name?,9,19,Andy
"I think we have all the shots we need. Thank you, Dwight.",8,24,Angela
"Okay, it sounds risky.",5,14,Andy
Yes.,5,21,Michael
All their top clients I can't believe it.,5,12,Dwight
"Get your own raise. You gotta get out there and earn, son.",3,18,Darryl
I didn't tell you.,5,1,Andy
English?,7,13,Michael
I know. I thought you two were nice together.,7,8,Phyllis
"Hmm. Well, if that is what I am required to do, I will do exactly that.",6,18,Michael
That's not how that goes.,6,3,Andy
You're the only person who's congratulated me.,8,2,Andy
"But, I'm getting paid to skip lunch?",1,5,Ryan
"I mean, help, if it's something simple, like add page numbers or laminate it or...",7,11,Pam
"You used my move, didn't you?",6,16,Jim
"Oh, did I win the pool?",8,13,Kevin
"I had totally given up on hanging out with Robert California and now he wants to be in our band! And when you're in a rock and roll band with somebody, you're bonded for life!",8,7,Andy
Return it! Return it now!,4,3,Dwight
"Oh yeah, sure. Um, I hope I can help.",8,2,Pam
Have you ever seen a stripper before?,3,14,Jim
"They're good, huh?",3,3,Michael
"Chicken piccata, salad on the side please.",8,1,Darryl
This sucks.,9,2,Kevin
"Baby, don't hurt me!",3,8,Andy
That's fancy feast. Ultra feast is something they made up so they can pig out together in the name of ceremony.,6,16,Oscar
This is all we need.,4,13,Michael
Have you finished with the sketch?,3,21,Dwight
$100 now for sure.,6,3,Pam
"Hey, is that healthy food?",5,1,Michael
"I think it's interesting how Forster uses Italy to represent sexuality and passion. And that also brought up themes of, uh, you know, fate and coincidence. And Lucy's torn between these two things. She's torn between passion and convention.",4,6,Pam
Um. It takes a big man to admit his mistake. And I am that big man. Angela from accounting told me what you did.,3,13,Michael
"It was kind of mumbled, I don't know, uh, only thing I could make out clearly was ""Andy,"" ""Problem,"" ""Eliminate,"" something. I don't know what it meant.",6,22,Darryl
David Wallace told me!!Woman from,5,26,Michael
"I'm just a bee, Dwight, ok, just a bee, just buzzin'.",2,9,Michael
"Wow, simultaneous sale.",8,23,Jim
Gettysburg? Hmm. Could be interesting. Second-most northern battle in the Civil War.,8,8,Dwight
"Stanley, you love your Sudoku and your puzzles, I bestow upon you, my felt. May you never lose the fun loving quality in life.",7,21,Michael
"Well, I woke up. And I hit the snooze-",8,1,Erin
"Okay, Dwight.",2,4,Michael
Titanic?,2,11,Michael
You scared me.,4,2,Ryan
"Not counting the last one, 25.",6,19,Dwight
"Well, I'm sorry that I don't want farm boy swill like you do, you know.",6,15,Ryan
Annex. It must open something in the annex.,9,12,Oscar
"Well, could you condense it please?",6,10,Michael
"Yeah, Dwight, here's how it's going to go down. You and I-",4,6,Michael
But I've learned to love again. He's a cartoon sailor.,7,6,Pam
Are we scaring them straight....?,8,3,Andy
"You don't have to point to the fact that we're thinking about it. Stop it! Just let us think. Okay, next time you have a really great idea, we will put it in a hat, and then we will have Erin pick it out of the hat and let her decide.",7,6,Michael
"I know, but you just give off the vide of a guy who's getting thinner.",3,8,Andy
I'll take that down right now.,5,17,Jim
"From quarter three to quarter four up 17 percent, while his sales down two percent. It's all in the report.",6,4,Dwight
So tape it down.,1,4,Dwight
Thank you.,6,4,Pam
With cream and sugar?,3,4,Pam
To the arcade.,7,12,Darryl
"...is ticking down. When it goes off, no more kissing. No more hugging.",7,15,Michael
"Just one joke. Ok. Well, if it's just gonna be one, I will think of a different joke. Umm... let's see... choo choo choo.",2,7,Michael
"Oh yeah, Pam. Right. That's going to help things, just talk it out. I hope the war goes on forever and Ryan gets drafted.",2,4,Dwight
Yes.,2,5,Michael
I need you to do something for me.,3,2,Michael
"My brother was born, and my parents felt he better exemplified the Walter Jr. name, so they gave it to him. I was given Andrew, which they got out of a baby name book.",6,16,Andy
But you can say that about anything.,6,4,Dwight
Night Phyllis.,2,16,Pam
"When I see him start to get mad, I just put my hand on his arm like this.",8,21,Erin
Jim uses a 6 pound ball.,5,16,Pam
Make time for romance!,7,12,Pam
"Everybody beat it. Don't beat it, stay where you are.",8,8,Andy
Come in.,4,1,Michael
"Ladies and gentlemen, I have an announcement to make. As of today, officially, Holly and I are moving into together. Yay! Thank you. Thank you. Oscar, this must be tough for you, watching this go down. You could not stand in the way of true love, my friend!",7,15,Michael
This expresses how loudly I love you.,9,22,Dwight
"If you get into season 1, you can really...",8,5,Ryan
Yaaaaay.,2,18,Michael
What? Why not?,5,2,Pam
You can't do this.,6,1,Jim
How am I supposed to... get...,3,22,Pam
"You know what, we don't have to deal with this. I am going to Google sulfur maps.",6,15,Michael
Private Room.,9,23,Jim
"Nothing can be done, we just have to tell everybody and hope for the best I guess.",6,1,Michael
No you're not.,7,22,Dwight
"Hey, could you do me a favor? Could you put that in the DVD player?",4,5,Jim
I guess this is what they call a bittersweet moment. It is bitter because I slightly destroyed a wonderful little family. But sweet because David Wallace thought I did a good job. That's what I hate bittersweet chocolate. I don't even... what's the point of that? Why not just sweet? Who are you helping?,5,12,Michael
"So place it on the infinity thing without being obvious, you know? I'd love to do like a color version just to bring a little color to the logo.",4,2,Pam
Um... Me no get an agenda.,1,1,Michael
You don’t remember?,9,12,Pam
"Ok, Roy?",2,6,Jim
"I'm a Jamaican zombie woman, leave me alone, ghoul.",8,5,Dwight
"Now then, we were saying. When my workers-gather-",9,6,Dwight
"Hey, good luck. When you get to Philly, will you tell Jim I miss him?",9,11,Pam
"I'll have one of those as well. Thank you very much. Now these are limes, lemons, onions...",3,6,Michael
When was China founded?,7,10,Ryan
"A commission cap takes away my incentive to sell. So you realize I now have no reason to work, right?",7,9,Jim
Okay. We fan out...,7,14,Erin
I think they run through these panels and then down under the map. I wouldn't know for sure cause I don't have a trained ear. That's why I have to use one of these.,7,1,Jim
"They weren’t really talking that much about money. They just said, We’re good with investing and then I...and I...",9,5,Jim
"Esther's on her way up. I wonder if she wants a snack. Let's see, I know she likes apples and carrots.",9,18,Dwight
Tell me about it.,9,8,Jim
He's not here. I don't know where he is.,3,7,Pam
"Oh wow, that sounds like fun. Is your friend named Karen too? What did she accomplish?",3,23,Jim
"Hey, isn't there some rule against inter-office dating?",3,17,Ryan
"Well, we are extremely sorry.",3,20,Michael
"Dwight lives on a beet farm and he practices karate at the forth grade level. And he apparently has a girlfriend, so... I guess there really is someone for everybody.",2,16,Jim
"I am going to give you a little blast from the past of Michael Gary Scott when he was a child star, and a show that you might remember called 'Fundle Bundle.' Okay? Without further ado, Ryan?",2,18,Michael
"No I didn't, just please don't...",4,1,Michael
"Well I just want to take a minute to talk to you all about something very serious. Once every hour, someone is involved in an internet scam. That man is Michael Scott. He's supporting about 20 Nigerian princesses.",5,13,Pam
"No Kelly, he’s no named after a hip-hop artist from 2011. It’s Drake, like a mix of Drew and Blake.",9,23,Ryan
Who's gonna start. How about Phyllis? You kick us off and then we'll move around. Go ahead.,2,17,Michael
"So what kind of statement are you making with that costume, Kevin?",7,6,Oscar
"Ed Truck.  Ed Truck was the manager before me. Horrible. He hated fun. It was like, ""Oh, Ed Truck is walking toward us. Stop having fun. Start pretending to do work."" What a jerk. He's... You know what? I swore to myself that if I ever got to walk around the room as manager, people would laugh when they saw me coming and would applaud as I walked away.",2,14,Michael
You are murdering the Nard-dog!,5,20,Andy
"No, no, no. Don't turn this into a political thing.",6,9,Michael
I don't know. I try not to bother him about this kind of stuff.,2,21,Pam
By hand.,9,18,Dwight
"Yeah, let's not blame her for something we all forgot.",9,9,Oscar
"It's hard for me to imagine a scenario, where Meredith Palmer keeps her job and David Wallace does not - no offense Meredith.",6,12,Michael
"Well, what should I do?",5,9,Michael
"Jazz is stupid!  I mean, just play the right notes!",9,8,Angela
That is lame.,3,19,Kevin
"You you, wait. You mean you wish she wasn't here or something.",8,10,Andy
Darryl! Andy!,9,23,Pam
"No, not at all.",2,7,Jim
"It's OK guys, she's no longer horny.",9,18,Dwight
To remind you that our wedding’s gonna be wonderful.,9,23,Angela
Except driving.,4,9,Michael
"OK, I think, it might have been an inside consultant.",5,17,Michael
Then we can go to dinner.Pam's,2,2,Pam
One second.,5,2,Jim
"You know, there’s doughnuts in the break room.",9,8,Angela
"Good morning, Vietnam! Okay. You know what? This isn't working. Because um I'm not nervous in front of them. They're my subordinates.",2,17,Dwight
"Nope, nope, I don't think anybody wants to see that.",6,16,Michael
I was talking to myself.,5,4,Dwight
"Yeah, well, that'll happen.",6,7,Pam
... Got you.,5,5,Pam
"Blah, blah, blee blup, blup, okay? This is about guts. It takes guts to be a regional manager. Jim, you're up.",3,22,Michael
Atherozar!,9,3,Dwight
Jinx! Buy me a coke.,2,20,Pam
"Next up, my cousin Mose. Mose could make a great paper salesman. He’s got a natural fear of paper, which would motivate him to get as much of it out of this office as possible. I’ve got big expectations, Mose-wise.",9,13,Dwight
Angela?,3,13,Pam
"You see that? You see how they responded to me? In that moment, I had them.",2,17,Michael
I hate you.,2,19,Pam
Celebrate good times. Come on! Let's celebrate diversity. Right?Mr.,1,2,Michael
Hey. I think it looks great.,3,23,Pam
I am working.,6,8,Pam
You don't have to do that.,7,10,Pam
"All right, you know what? Let's do this.",5,26,Jim
"Look, is there a birthday you remember that you loved?",5,15,Jim
There you go. Thank you.,8,5,Andy
"Ah, good. Good luck. Doing good.",1,2,Jim
"Hey, man. How are you doing? I, um…I didn’t call ‘cause I figured you changed the number.",9,23,Darryl
No. Maybe he just said something funny.,8,7,Pam
"Hey, Erin. Do you mind faxing this for me?",6,7,Pam
"Mm. Me too. Okay, let's get this started.",5,8,Michael
I did it.,4,10,Andy
It never gets old.,2,9,Kevin
"Okay, okay, we gotta go. All right, we're going home, we're going home. We're going home, we're going home. I know, I know, bud.",8,13,Jim
Are you referring to alchemy?,6,24,Dwight
"Oh, my Lord.",3,8,Angela
Thank you. Your mom is a treasure.,9,20,Jim
Oh! So close to retirement.,2,7,Pam
Shut -,6,13,Michael
Yes! Cash basket! Nice work Tuna.,4,2,Andy
"I'll answer that, Jim. I would use it as an opportunity to teach, uh, about actions... and consequences... of actions.",7,24,Darryl
"Michael, that's nepotism. Luke is getting special treatment because he's your nephew.",7,1,Oscar
Maybe sort of ahead of his time as a writer.,4,6,Pam
"Not in a thousand years, Catherine. We work together. And get off my desk!",2,7,Dwight
I will not be participating as there is no evidence that charity works.,9,2,Dwight
I am Popeye!,7,6,Jim
Okay.,5,7,Michael
"The Finer Things Club is the most exclusive club in this office. Naturally, it's where I need to be. The party planning committee is my back up, and Kevin's band is my safety.",4,6,Andy
...it should go with the persona you already have.,6,6,Ryan
Ah. I know. It just feels so empty with so many of the old gang gone.,9,23,Dwight
"Out of, like, 18 billion Americans, so, no worry.",2,19,Michael
You do? How do you get in?,2,8,Michael
What are our plans for tonight? Umm...,7,15,Michael
"That... is Miss Trudy. Can't tell from the costume, but she had an amazing body. Okay, you can... fast forward. And... I want you... to...",2,18,Michael
"Alright, love you.",9,16,Jim
"I found the article.  ""On a day marked by panicked corporate board meetings, one that is relatively not surprising is Dunder Mifflin's. It is rumored that they will recommend... "" and the article cuts off.",6,9,Oscar
"No, no, no, definitely, definitely. Yes. Next weekend, then. All right! I love you, too.",5,1,Jim
Alakazam!,9,15,Pam
Just drive faster. I want to get back.,7,14,Michael
That's Andy Bernard.,3,8,Dwight
Did you wanna do that now? We can go inside. I'm feeling kind of good tonight.,2,22,Pam
Dwight Schrute.,7,24,Dwight
"Oh, umm... kinda hard to explain.",3,7,Jim
Pam.,9,22,Jim
We have our confession. I'm calling security.,5,6,Dwight
Five minutes exactly.,5,23,Dwight
Something like that.,9,8,Angela
"Say “hi”, Drake.",9,23,Ryan
Andy is complicating things. But I'm not worried. This will only up my game.,6,8,Dwight
"That's it, last one.",8,16,Pam
"Everybody knows it was Andy, and it is not fair for us all to take the fall for his big stupid mouth!",6,24,Angela
"Michael, you have to put your hands down.",6,8,Pam
Is that where the nanobots like to come in?,9,5,Dwight
We had to let a warehouse guy go?!,9,15,Andy
"No, I had a really rough night, and my boss can back you up on that.",4,4,Michael
It is time for your next test. You have planted the beet seed. You have walked the long lonely walk of loneliness.,3,5,Dwight
"Dwight, you have your hand up.",2,12,Pam
"Sparkles, the white one, is dead.",4,1,Dwight
"Not cool, Dwight.",5,25,Pam
Oh... is there another wedding at the hotel this weekend?,6,4,Pam
"Okay! Well this isn't my best, but call Froggy101, say that we're the tour manager for Justin Bieber, and we're giving away free tickets, we give him a number to call for the tickets, and it's his own number.",7,17,Jim
They're a descriptive people.,9,17,Oscar
"A bunch of guys, in a tent? Making s'mores?",4,7,Michael
"Oh, my God, thank you so much. I love that denim jumpsuit you have. How much?",6,21,Erin
...to consolidate power.,3,8,Dwight
"Yeah. I wish my iPod could make phone calls. No I don't want an iPhone, I know what an iPhone is.",5,21,Ryan
"Plus her dowry contains a walk-in freezer full of frozen, premium cattle sperm.",9,22,Dwight
There is a disgruntled ex-employee sitting in his car in the parking lot.,8,22,Dwight
"You know what? You had your chance. You're no leader. Out of your seat, let's blast!Gym instructor Don't listen to him, we're approaching a cooldown down a gentle hill.",6,22,Dwight
You don't work here! You're not Jim!,9,3,Dwight
These people don't realize how lucky they are. This office is the American Dream. And they would rather be in the hole.,3,9,Michael
"But if there is a romantic thing with Gabe, I should probably...",7,15,Andy
"Hey Angela. Hey, um... I'm sorry about your cat.",4,1,Andy
Important.,8,20,Erin
"Great, It's under here as Security Guard home. Did you not get his name? Or...",4,11,Jim
"No. No, not you, Pam. You have to keep score.",3,22,Michael
"No, not me.",2,5,Dwight
Dreams are just that. They're dreams. They help get you through the day. Like the thing about the terrace. It's nice but... um... I don't know. It was just something I read in this book when I was twelve. The girl in the book has a terrace outside of her bedroom and she planted flowers on it and I just loved that. Just always kind of stuck with me.,2,15,Pam
"I think what Andy is trying to express is that while we have the resources of a large company, we will give you the care and attention of a small company.",3,12,Michael
Flying jib.,8,11,Erin
"Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. Try my googi, googi. Try my googi, googi. Try my...",1,2,Michael
19. I had a really hard work out this morning.,6,19,Jim
He hasn't changed.,7,4,Michael
I'm not going to Utica right now.,4,6,Jim
Because wha... that was one possible explanation as to why you got that haircut.,3,21,Michael
Great.,3,4,Pam
Every morning.,5,23,Michael
"Mm, the Big Apple.",3,18,Michael
What you gotta do is you gotta go down to that warehouse and you gotta crack some skulls.,5,24,Ryan
"Afro wig, do you want the afro wig?",4,6,Michael
This is my house. The CFO is taking away my house and giving it to Josh. And Josh is giving the garage to Bob Vance.,3,7,Michael
"Yes, he bowled 5 frames with this pink sparkly thing until a little girl had to ask for her ball back.",5,16,Pam
"We haven't decided on anything yet. We're still reviewing some options, and it's gonna come down to the numbers.",5,6,Andy
Yeah. I'm in charge of this whole area.Pam's,2,2,Pam
"Every day I have a blueberry muffin. Today, I did not have a blueberry muffin. Should have had the blueberry muffin... especially considering how incredibly superstitious I am.",7,24,Darryl
"Yeah, the crazy thing about that is, um, wow you look great. Did you lose some weight?",8,18,Jim
And Cinco de Mayo.,7,7,Michael
Let's talk about this later.,5,1,Angela
We already have that. So...,2,22,Michael
"Please! I have a company to run. Well, you let me run the company?",3,8,Michael
If my daughter were asking me...,7,24,Phyllis
Maybe like a year ago...,7,4,Andy
"No! No No. No. ""My Stumps."" Like ""My Humps"" but a guy with no legs.",5,20,Michael
"See me in my office later. The new guys, alright. It’s Clark and, um—",9,1,Andy
Yes. And my decision in final.,1,3,Dwight
"If you'll have me, yes.",7,7,Michael
Same page. Just keep moving.,6,23,Dwight
Rule one our only loyalty is to the truth.,8,7,Dwight
The mall itself or just the stores in the mall?,7,2,Phyllis
"I don't even know how to say this, but Cece is turning out to be a little b-i-t-c-h. And that's not true, but her parents are kind of boxing me out.",7,7,Michael
"Dwight Schrute. Well, hi there David Wallace. Why would you ever call me when the manager is out of town?",9,7,Dwight
You’re not married yet?,8,17,Erin
"I hear she's single and ready to mingle. I'm thinking about making a play for her. What do you think? Crazy, right?",4,3,Andy
I mean whatever one you want.,1,6,Ryan
"Alright, you are welcome. I'm going to go because of, um, traffic.",4,6,Jim
"Okay, they're almost here- What? Come on. If you guys are gonna be mean, could you at least be subtle?",8,20,Pam
It's not... Nevermind. Nothing.,6,12,Michael
Ladies and Gentlemen. I have some bad news. Meredith was hit by a car.,4,1,Michael
"What are we doing, Dwight, what we are doing?",4,6,Michael
No! Better!,6,18,Michael
"It's Secretary's Day. And it is Erin's and my three-week anniversary. So perfect storm for a romantic gesture. . Want to make sure the whole office remembers it's Secretary's Day. I sent an e-mail blast, a text blast, a good, old-fashioned talk blast. I sent a snail mail blast a week ago. And a Stern reminder via fax at 700 this morning, so people better step up and appreciate the crap out of Erin.",6,20,Andy
"You're kidding me. Oh God, what am I touching? It's moist.",7,23,Dwight
"There's a diabetes shot, roll the insulin in your hand, don't shake it. She gets an ace inhibitor with her meal, but you have to put her right in front of the dish or she won't see it because of the cataracts. Mix one capsule of omega fatty acid in with her kidney medicine, um... and you want to give that to her 15 minutes after she's eaten. And, oh and there's a fungal cream because she has this infection under her tail, so you're gonna have to lift her tail and put the cream right at the base of her tail.",4,1,Angela
"This is a dream that I have had since lunch, and I am not giving up on it now.",5,19,Michael
This is perfect.,4,6,Michael
Seriously? Because it sounds like one of those is better than the other.,5,21,Pam
"""Till Death Do Us Rock.""",2,22,Jim
"Um, cheeseburger.",8,4,Andy
Michael. Incredible news. Grotti is clean.,6,5,Dwight
Yeah... Mmmmm...,5,7,Ryan
"Angela, would you like some of my beet salad?",4,9,Dwight
So you wanna sell me magic beans.,7,18,Dwight
"It's kind of a haul, so we should probably get going. And tuna, I made a special sandwich for you, guess which kind.",8,8,Andy
"You're screwed! Oh, it's happening. It's really happening.",8,13,Dwight
We have to clean this up now!,7,23,Andy
"'Cause, uh, my body's starting to get bruised.",8,7,Andy
"Andy, I'm no Jim. The only way that I'm Jim is in the movie version when Jim sees what his future would be like if he never met Pam.",7,13,Kevin
"And you know what? I am here for you. Let me be your traveling pants. Ah, what'd you do that for?",5,22,Andy
"Not from the kitchen. Stop and Shop. If it's not Stop and Shop, I send it back.",6,5,Michael
We're going to ...,3,10,Michael
"All right everybody, there has been a lot of name calling against our office today. Corporate maligning, slurring, much of it coming from one of you, who claims that prison is better... than... here. And none of can say ""Boo"" because none of us have ever been to prison. Well, there's somebody I'd like you to meet. Somebody else who has been to prison, who can tell you what it is really like . I'm prison Mike! You know why they call me prison Mike?!",3,9,Michael
Well that is all in the past.,5,7,Michael
I've looked her up online... there's nothing about her. She's made no impression on the internet.,7,11,Erin
So he's not related to Michelle Obama?,9,3,Pam
"David, it was my understanding that I was not going to be managed.",5,18,Michael
Um... Business!,7,24,Kevin
"I don't know. I saw this thing, like a belt with a key.",5,2,Michael
Argh... gah!,3,4,Dwight
"Well, technically, I'm a co-manager, and I barely have any responsibilities, but I work hard, I love this company, and for those reasons, I think I would make a good employee of the month.",6,11,Michael
That is a great offer. Thank you. I really think I should be concentrating on sales.,1,3,Jim
"Time out, time out, time out, time out, time out. I thought... I was under the impression that this was going to be a rap.",4,5,Michael
"Oh, okay. Don't worry about it.",5,23,Jim
Can I please leave? I have a rape flute.,8,17,Angela
"Oh, yeah. I got a big box, yes I do. I got a big box how 'bout you?",6,14,Michael
You did not force me to do this.,9,22,Jim
"Today I will be asking David Wallace if I can start working part-time, because the sports marketing company that I started really needs me to be there.",9,8,Jim
"Yeah, I mean, I'm getting to it.",7,13,Andy
"Julia Roberts goes into the store, and she's like,"" I was in here yesterday and you wouldn't help me."" And the shop girl goes, ""ok"". And Julia Roberts goes,"" You girls work on commission, right?"" And the girl is like,""Yeah"", and Julia Roberts goes...",7,2,Andy
To change lives.,6,11,Michael
I reminded you last night.,2,18,Pam
That's a car that can talk. Can Smart Car talk? Nope.,6,4,Michael
"I like the musical ""Grease"", or as we call it, ""home"".",7,13,Michael
"Hey, so how was it? I mean… the sex with Jan.",9,11,Kevin
Hey Michael everyone's in the conference room.,7,18,Pam
"No, Toby! Damn it, Toby! No, I wasn't asking you. Ask him if he remembers Jim.",8,13,Dwight
"Creed. Quality assurance. Your job. I really think you screwed the pooch on one, Creed. Because of you, the entire company is in jeopardy.",3,20,Michael
Huh? He might do it...,5,8,Michael
"Well, you're pretty much driving everyone else here crazy... crazy with worry.",2,19,Michael
"That's the thing. It's very sturdy paper and on the back it says, ""100% post-consumer content."" What? Hello? Uh-huh. Wait. What? I'm sorry, Mr. Decker. I think I'm losing you. Hello? Hello? Yeah. Hold on one second. I don't know. Hold on one second.",1,2,Jim
"Got that, bimbo?",8,13,Kevin
You wanted me?,2,5,Pam
Hey.,1,1,Jim
"No, I'm carrying around the stick in order to look cool. For the kinder",9,9,Dwight
Wake up!,8,15,Dwight
"Alright, I've scoped out the joint. Those two dudes are as good as naked.",5,7,Andy
"How about this. Why don't you give us a part of the plan, and that way we know you have it.",7,24,Jim
"Unfortunately, I've got plans. I have to go to practice. Soccer practice.",2,9,Dwight
I think that Dwight wanted us to realize that this conversation among friends is the true treasure.,8,18,Andy
"You have two young dynamic people in this office who know trends, who know youth. That's myself and Kelly Kapoor, you need one of us there.",8,14,Ryan
It's non-transferable...,3,20,Dwight
Danger.,2,12,Dwight
"Once a quarter, the sales staff at this branch has to stay late to do order form consolidation... which, amazingly, is even less interesting than it sounds.",3,6,Jim
Don't you worry about that. I got it covered. Okay?,5,13,Dwight
"All aboard for sales! Next stop, Cu...camonga!",2,18,Michael
I knew some of it.,5,10,Pam
"What's up, buddy?",2,11,Jim
How 'bout Cooper's then?,3,7,Kevin
Right!  And I take that as a compliment.,3,1,Michael
"OK, everybody, let's suck in our guts.",5,1,Michael
Pfft. You don't teach it well enough. One of your students is a bitch.,3,20,Andy
Never get's any of my jokes.,2,13,Michael
Yes,2,22,Michael
Happy Birthday!,4,7,Michael
Same page. Go to the next one.,6,23,Angela
Saddle shoes. With denim? I will literally call child services.,9,22,Oscar
"Except this time, you have no legal right to kick me out, because I have started my very own paper company right here in the building. If I were you, Charles Miner, I would watch your step. Because the Michael Scott Paper Company is about to open a big ol' can of whoopass on Dunder Mifflin. Actually a six pack. We're gonna open a six pack of whoopass. He looks scared.",5,20,Michael
"Well, we're really happy.",4,14,Jim
"Jim dug his own grave, but maybe we provided the shovel.",6,15,Ryan
Okay.,3,15,Michael
CEOs don't play tambourines. Tambourines are for girlfriends.,8,7,Andy
What? He never called you? I thought you said it just fizzled.,7,5,Jim
"You're right. OK everyone, back to work.",5,16,Dwight
"Ouch! Oh, how much does it hurt? How much does it hurt?",1,5,Michael
"But you don't know that. I mean, we could be here another half an hour.",6,16,Phyllis
Okay.,4,9,Michael
You can't go in yet!,2,4,Angela
"I can't prove it but I think she might be trying to poison me. Hey, looks great babe.",4,9,Michael
Thanks.,4,2,Jim
Her name was Sprinkles.,4,2,Angela
When is the funeral?,6,7,Oscar
"A coworker of mine is drinking caffeine while pregnant, and I don’t know if I should call social services about it.",8,2,Angela
"Oh, oh, does it have slots for hot dogs?",6,4,Kevin
What does warm mean?,5,13,Michael
"What is this? All right, we're all on the same team. Is it- Damn! Why is that in the kitchen?!",5,9,Andy
"Tell 'em your story, Hide.",6,19,Darryl
Kev... Nice. Going.,6,16,Michael
"Okay fine. Ryan, something the matter?",8,22,Pam
My charity is the Farm Defense Fund. It's one of the best organizations that fights infestation of the beet armyworm.,2,22,Dwight
Forest.,3,23,Kevin
"Toby has been leaving radon kits everywhere, like he owns the place. The first time I threw mine away, I thought it was an ant trap. But I figured I'd rather live with ants than with his creepy little disc. The second time... I thought it was one of those, you know, those things you turn over and it moos. Like a cow thing. But upon closer examination, it was another ant trap, so I threw it away. And the third time... I did it out of spite.",6,23,Michael
Okay. From the top. Ready? Three-,3,14,Michael
"I know the timings bad, but I hate to be a nudge, but there's stuff that he has to sign that needs to be mailed by four.",3,19,Angela
"Man, hook you up.",2,15,Darryl
"Hey, well, we have time! One for the road, gentlemen?",3,2,Michael
I kind of forced you to do it.,9,22,Pam
"And we are dedicated to providing you with the very best customer service, the very best personal business relationship we can if you ever decide to come back to us.",4,2,Dwight
"Nope, I wasn't bitten.",8,16,Dwight
"I don't even know what kind of weapon he has. Could be a knife, could be a gun. Could be a series of guns all lined up to shoot parallel. I'm going up to the roof. And I'm gonna bring my gym bag just in case.",8,22,Dwight
Big...,7,8,Michael
That's my client.,5,24,Dwight
Yeah. You know the roads are actually the slickest in the first half hour?,8,21,Phyllis
"My ass is only so big, I mean I can’t do this everyday.",8,2,Andy
"What's that come to? Like, what did they each win?",8,3,Pam
"Another round, boys? Great.",5,4,Jim
Are you having fun in this relationship?,3,10,Ryan
"Oh, OK.",4,7,Jim
"Wait, slow down.",1,3,Jim
"No, I just like tea.",2,10,Oscar
He worked at that telemarketing place.,5,20,Michael
Are you blind?!,5,26,Andy
The Friday before Columbus Day. Thoughts?,8,1,Andy
Good morning temp.,5,5,Dwight
So how are things going with Andy?,6,20,Michael
"Look, look, look. I talked to corporate, about protecting the sales staff. And they said they couldn't guarantee it if there's downsizing, okay?",1,4,Michael
Im not a shark.,5,12,Michael
Mmm... Yes.,4,1,Pam
"No, we were really making out in the woods.",3,20,Andy
"I am serious, Mike. That's a 10% raise. That's what I want.",3,18,Darryl
"Hello. I want you to stop what you're doing right now. You are stressed, and I'm taking you to lunch.",6,17,Michael
"I did not go to business school. You know who else didn't go to business school? LeBron James, Tracy McGrady, Kobe Bryant. They went right from high school to the NBA. So... so it's not the same thing. At all.",2,4,Michael
"Duuudes, stop.",5,18,Andy
It’s just the wind.,9,23,Phyllis
"Maybe, but it's not good enough for me yet.",4,5,Pam
Talk to me.,7,9,Jim
Yup.,4,7,Jim
'cause I stopped by your desk like 15 times a day.,6,21,Jim
"Wait, what you doing? No, I need the k-- We have to go.",9,12,Dwight
OK. Questions? Comments? Anybody? Jim?,1,2,Michael
"Dwight, oh ho, Dwight, Dwight, my loyal compadre. You and I are hangin' tonight. The two of us. We are celebrating our freedom and our manhood. You know what? Why don't we watch that show that you've been wanting to watch, that stupid Battleship Galaxy.",2,9,Michael
Hm. Don't listen to her. She's just jealous 'cause she doesn't get to come home to someone as cute as you.,7,7,Pam
"Hey, did you catch that up at Lake Wallenpaupack?",3,12,Michael
"No. I'm certainly not disappointed that Angelas husband was not hitting on me. I'd have to be a monster to root for that. A lonely, aging monster.",8,22,Oscar
"Hey. So, a little birdie just told me that Dwight can't come to your son's birthday. So, do you want me to go with you?",9,14,Kevin
Yeah! That was the idea.,6,12,Ryan
Did you end up investing?,9,5,Pam
"Oh, yes I can.",3,8,Kevin
"We Schrutes don't need some Harvard doctor to tell us who's alive and who's dead. But, there was an unlucky streak of burying some heavy sleepers. And, when grave robbers discovered some scratch marks on the inside of some of the coffins, we decided to make sure that our dead were completely dead. Out of kindness.",9,17,Dwight
I think you’re only a teeny…,9,23,Dwight
