character,line,season,episode
Dwight,Can't you just use the recommendation you already have on file?,7,19
Gabe,What recommendation?,7,19
Dwight,From when he recommended me to replace him.,7,19
Gabe,"...I'm sorry, I never know how to act in these awkward-type situations.",7,19
Deangelo,"Best whale watching easily the west coast. If you're going whale watching on the East Coast, you might wanna bring a magazine called ""West Coast Whales'. Because you're not gonna see them-",7,19
Michael,Snack time! It's the witching hour! It's the sandwitching hour!,7,19
Kevin,Awesome!,7,19
Phyllis,"Mmm, whatcha got?",7,19
Michael,"PB and J, my mom's recipe!",7,19
Angela,Michael! Deangelo has a peanut allergy.,7,19
Deangelo,I need a wide berth. I need a wide berth from those nuts.,7,19
Stanley,What are you doing? Have you lost your mind?,7,19
Michael,"I think Kevin wants one. Kevin, here you go!",7,19
Oscar,"Michael, this is serious! Do you know what happens if Deangelo touches a peanut?",7,19
Michael,What?,7,19
Deangelo,"Michael, the last time I was exposed to a peanut, I was itchy for three days, ok? I had to take baths constantly. I missed the O.J. verdict. I had to read about it in the paper like an idiot.",7,19
Jim,"Wait, so, you don't go into shock or die or anything?",7,19
Deangelo,"No, Jim, not everything is life or death. I want to feel comfortable.",7,19
Michael,"Oscar, here you go.",7,19
Deangelo,You're getting nut particles all in the air!,7,19
Michael,No one had a problem with the air here until you came around.,7,19
Deangelo,"Everyone, mandatory meeting. Multi-purpose room, now.",7,19
Michael,"No, that's good. You just stay in there, stay in there by yourself, loser. No body go in. No body go in there. Stay where you are.",7,19
Oscar,"Michael, This is insane.",7,19
Michael,"No, it's not insane, Oscar. I'm been here for 19 years, and just because someone else is called the boss, you're gonna throw it all away? No.",7,19
Jim,"Listen, you're the one who decided to leave. Come on, he's the new boss, you know we have to do this.",7,19
Michael,"Well, who needs him. Guess it's just you and me, Dwight.",7,19
Dwight,"Correction. Just you. Alright, meeting. Multi-function room.",7,19
Deangelo,"Hold on, Hey Michael, Michael, wait up, hold on. Um, so for these meetings do you just jump into business or do you start with some chit-chat or...?",7,19
Michael,"I start with some chit-chat and a maybe a couple of jokes. And you might want to develop a couple of characters. You know what, you'll be fine.",7,19
Deangelo,"Maybe. Maybe not. 50/50. You know what, it is too bad for this place that you're leaving. Bring it in, come on. Ok.",7,19
Michael,Ok. Why did you have to be so damn good?,7,19
Deangelo,I... I'm adequete. I'm half as good as you.,7,19
Michael,"No, no, no. Come on. You are good, they know it.",7,19
Deangelo,"Will you do me a favour and enjoy this time, ok? You've worked so hard, get your senioritis on. It's Lake Havasu time!",7,19
Micahel,Guess I've been working so hard I forgot what it's like to be hardly working.,7,19
Deangelo,Ok. What is the Native American girl's name?,7,19
Michael,You'll figure it out.,7,19
Jim,"Hey, Deangelo! Wanna meet Cece?",7,19
Deangelo,That's a cute baby. Very cute baby. Adorable. Very cute.,7,19
Jim,Thank you very much.,7,19
Pam,"See, we knew it! If he just met her, he'd understand.",7,19
Jim,We're back in! Right?,7,19
Deangelo,"I swear, that baby could be the star of a show entitled 'Babys I Don't Care About.'",7,19
Michael,It is six a.m. and we are about to go house to house to give everyone their Dundie Nomination Certificates. Just like the Oscars!De,7,20
Angelo,"Yes, and this happens every...?",7,20
Michael,"Every year! This happens, you have a lot to learn my friend. De",7,20
Angelo,"Well, you know, why don't we try it, and if it goes good it'll be part of my tradition.",7,20
Michael,Why do you always say that? You're gonna love it.,7,20
Michael,"Alright let's go! This way, this way! De",7,20
Angelo,Thanks.,7,20
Michael,Surprise!De,7,20
Angelo,Congratulations!,7,20
Jim,"Yep, okay...",7,20
Michael,You and Pam have both been nominated for Dundie Awards!,7,20
Jim,Okay.,7,20
Michael,Here we go! Have Pam come down.,7,20
Jim,No she doesn't wa- She's not here.,7,20
Pam,What's going on?,7,20
Jim,Stay in bed!,7,20
Michael,Congratulations!,7,20
Stanley,Have you lost your mind! Get off my property before I call the police!,7,20
Michael,We got it.De,7,20
Angelo,"Uh, leave it at the door or...?",7,20
Michael,Yeah that's fine.,7,20
Michael,Hey Toby! You suck! De,7,20
Angelo,Is this an employee of ours?,7,20
Michael,Go go go go go go!,7,20
Michael,I've never seen this place in the daylight. De,7,20
Angelo,It reminds me of Katrina.,7,20
Michael,"Here we go, alright got it? Set? Hello?",7,20
Meredith,I'm so busted! Walk of shame!De,7,20
Angelo,Do you usually leave your door unlocked? And ajar?,7,20
Meredith,"Ahh, Nice! I got a Dundie nomination!",7,20
Michael,Yes you did. That's right! Congratulations Meredith. We should head out.,7,20
Meredith,No no no! You guys stay! No no no! I have Vienna Sausages and I have napkins. Let me fix you breakfast!De,7,20
Angelo,I'm not going in there.,7,20
Michael,Go.,7,20
Michael,Good morning Erin.,7,20
Erin,"Oh hey, didn't see you.",7,20
Michael,You have big plans for tonight?,7,20
Erin,"I don't know, maybe volunteer at the shelter, or go to bed, or... I don't know. Maybe I'm going to the Dundies!!",7,20
Michael,You are getting so funny! Very good.,7,20
Michael,"The Dundies are my baby, and they need to go on. When Larry King died they didn't just cancel his show. They got Pierce Morgan to come in, and do his show, and, that way, Larry lives on.",7,20
Michael,Anything can happen at the Dundies! They're like the Golden Globes but less mean. And I just want all of us to have a good time!,7,20
Dwight,"Just a little announcement folks, remember, the Dundies is a black tie affair.",7,20
Michael,Black tie optional.,7,20
Dwight,Every day is black tie optional!,7,20
Michael,"A la, tonight we will be hosting at Louie Volpies!",7,20
Kevin,Nice!,7,20
Phyllis,I love their breadsticks!,7,20
Pam,"Oh, their breadsticks are like crack!",7,20
Ryan,I love when people say like crack when they've obviously never done crack.,7,20
Pam,"Well the breadsticks are like what then, Ryan, what can I use?",7,20
Ryan,"I don't know, something from your world. The breadsticks are like scrapbooking.",7,20
Pam,"You're right, you're right. I'm a middle class broad.",7,20
Michael,"Shh, shh! Okay, okay. Everybody's right. They're like breadsticks on steroids. Right?",7,20
Ryan,Yeah that's great.,7,20
Michael,"So as you know, the Dundies are my legacy. So I'm going to need to train a replacement. So this year, I have decided to have a co-host. And that person is DeAngelo!",7,20
Dwight,"Always the padawan, never the Jedi.",7,20
Angelo,"Thank you Michael, uh, but I will have to pass.",7,20
Michael,Think of it as part of your training.De,7,20
Angelo,"Not much of a performer, unless you count singing in the shower. Boy, okay...",7,20
Michael,"Okay, well we'll work on it.De",7,20
Angelo,"Michael, I'm very, very bad.",7,20
Michael,You are doing it.,7,20
Michael,Guys! I want you to help us work on some banter.,7,20
Kevin,Yes! I love banter. But I hate witty banter.,7,20
Michael,"Here we go! So, DeAngelo! You and I have a lot in common. You lost two hundred pounds, and I lose my car keys every morning.De",7,20
Angelo,"That is true, we do share some similarities. I know how you can fix one of those problems, for me it was portion control. For you, you need a key chain. Maybe one with a-",7,20
Michael,"Okay, okay. You know what, I didn't actually lose my keys...De",7,20
Angelo,This did not happen.,7,20
Michael,Mmmmkay. There needs to be what you call a rat-a-tat. And right now it's all rat and no tat. Ryan come on up here. Tap DeAngelo out. Just watch this. Okay. Ryan how are you today?,7,20
Ryan,"Why don't you ask my therapist, my mom certainly pays her enough.",7,20
Michael,There you go! Lovely! Regis and Kelly! Nice! Use that as an inspiration. Just be funny.De,7,20
Angelo,"Uhhh, you sir! Are we having fun tonight?",7,20
Jim,Having a great time.De,7,20
Angelo,Oh good!,7,20
Jim,"Thanks, yeah.De",7,20
Angelo,Where were you on September 11th?,7,20
Michael,No! God! De,7,20
Angelo,"This is so weird! If I'm conducting a meeting, good to go. But if I think of it as a performance... I-I fall apart. Obviously.",7,20
Andy,Why don't you think of hosting the Dundies like you're just running a meeting.,7,20
Michael,"No, no, no! This is the performance of your life!",7,20
Jim,"Why don't you just, privately, in your own head, think of it like a meeting.",7,20
Michael,"Jim, please no loopholes.",7,20
Darryl,"Mike, why do you have to control how he perceives it in his mind?",7,20
Michael,"This is my last Dundies ever, if I want mind control over him, is that too much to ask?",7,20
Angelo,Me mo. Me mo.,7,20
Michael,Good. Good. Good!De,7,20
Angelo,"Meee Mo, Mee!",7,20
Michael,"Now, tell me something terrible that happened in your childhood.De",7,20
Angelo,"When I was very young, my mother divorced my father and I had to go to court and choose between them.",7,20
Michael,"Too personal. I don't wanna hear about it. Let's try this. Put these on. I am going to turn this on, and turn the volume all the way up. So you can't- That's right, you're not going to be able to hear yourself. Read this, and make it sound perfect.De",7,20
Angelo,"THE DUNDIES ARE-OW-ABOUT COMING TOGETHER! AND RECOGNIZING, THE ADOMINABILITY OF THE HUMAN SPIRIT!",7,20
Michael,Say it with an accent!De,7,20
Angelo,THE DUNDIES!,7,20
Michael,The Dundies!De,7,20
Angelo,THE DUNDIES!,7,20
Jim,"I just don't understand the desire to push sweet potato fries on me, and not just regular fries.",7,20
Pam,"Yeah... Hey, Erin, everything okay?",7,20
Erin,"Get away from the car, he's gonna see you.",7,20
Jim,Who's gonna see us?,7,20
Erin,Just get in! Get in! Just get in!,7,20
Jim,Get in the car?,7,20
Erin,Please! Sorry. Get in. Sorry sorry sorry.,7,20
Pam,What's wrong?,7,20
Erin,I eat lunch in the car now. It's my alone time. It's just nice to have some time away from Gabe.,7,20
Pam,Why don't you wanna eat lunch with your boyfriend?,7,20
Erin,"I, really don't like spending time with him.",7,20
Pam,"Don't you think it's better to tell him the truth now? You know, rather than waste more of his time?",7,20
Jim,I think I'm gonna go.,7,20
Pam,What?,7,20
Jim,I think you got this. Kay? Alright. Feel better!,7,20
Erin,Thank you Jim.,7,20
Jim,"I'm sorry, that just wasn't interesting to me.",7,20
Erin,"I can't just dump him Pam, I'm not like you, I can't be mean.",7,20
Pam,"Wait, when am I...? You just have to be clear and firm. You know, just tell him you don't love him. Just be honest with him.",7,20
Kevin,Hi!,7,20
Dwight,Appalling. Eye sore. Surprisingly adequate! Okay everyone! The activities commence in four seconds!,7,20
Erin,"DeAngelo, Jo's on the phone for you.De",7,20
Angelo,"Hello?""Jo"" DeAngelo! We're in serious horse manure here! The Dundies are tonight! And we ain't got no host!De",7,20
Angelo,"Oh no!""Jo"" Luckily I have someone for you!De",7,20
Angelo,"Billy Crystal?""Jo"" Better.De",7,20
Angelo,"Neil Patrick Harris?""Jo"" He's in Little Shop of Horrors on Broadway. Now we need Michael Scott! The best darn Dundies host on both sides of the Mississippi! De",7,20
Angelo,"Ughhh, I gotta find Michael Scott! And then I gotta, Get Him to the Dundies!De",7,20
Angelo,"Hey, can you help me find Michael Scott Angela?""Angela"" My boyfriend can, he's a state senator.",7,20
Audience,De,7,20
Angelo,Mmhmm.,7,20
Angela,"Oh wait, he can't help because that title has no meaning!",7,20
Oscar,"Try Jim DeAngelo, he'll be able to help.De",7,20
Angelo,"Jim! Do you know where I can find Michael Scott?""Jim"" I totally don't know where Michael is, dude, hey you wanna listen to some records?",7,20
Jim,De,7,20
Angelo,"No one is listening to me! And I'm running out of time!""Phyllis"" Well, what are you talking about? Ohh! Ohh! I've fallen and I can't get up!De",7,20
Angelo,"Maybe I just need to look into my heart. DeAngelo, where is Michael Scott.",7,20
Michael,I'm here. In a good way! I've been here the whole time.,7,20
Oscar,"The analytical part of me wants to examine it, but I know it has no content.",7,20
Dwight,"Ladies and gentlemen, please stand up for you co-host this evening, Michael Gary Scott. Please remain standing for your other co-host, and new manager, DeAngelo Jeremitrius Vickers! Was that part of the...?",7,20
Michael,"DeAngelo, what are you doing? There's a live audience out there!De",7,20
Angelo,"Go do it by yourself, get Ryan.",7,20
Michael,"No, Ryan would never do it. It's too on the radar. Look, look. The boss, hosts, the Dundies! It's sort of our perk!De",7,20
Angelo,"This was not, part of the job description!",7,20
Michael,"Listen to me, you're not doing this for me, you're not doing this for you, you're not even doing this for them!De",7,20
Angelo,Who am I doing this for?,7,20
Michael,"You're doing this for all those kids out there, eating off the Louie Volpies kid's menu, wondering Does it get better? What I want you to do, is I want you to say It's showtime. Get out there. De",7,20
Angelo,I can't.,7,20
Michael,Say it.De,7,20
Angelo,"Stop, hitting me.",7,20
Michael,"You can do it, just say it.De",7,20
Angelo,Hit me again.,7,20
Michael,"Now hit me. One, two, three.",7,20
Together,It's showtime.,7,20
Michael,"Alright, here we go.",7,20
Michael,Okay! Okay! Sorry about the delay everybody! But we were at the DMV waiting in line. De,7,20
Angelo,Fall asleep right after sex. Huh guys?,7,20
Jim,"Nope, go back to the script.",7,20
Michael,"There are a lot of great salesmen in this office, but one of our great salesmen is also a great dad. And a close personal friend of mine, Jim Halpert! Best Dad Dundie!",7,20
Jim,"Wow! I do not parent for the award but I gotta tell you It feels pretty good. Uh, Cece, if you're watching this at home it's way past your bedtime, by the way how'd this get televised?",7,20
Michael,Well done.,7,20
Jim,"I don't know maybe being a good dad is just all in your own compass. I don't know, I don't know. Thank you!Michael Alright.",7,20
Pam,You didn't think to mention me huh?,7,20
Jim,Didn't I?,7,20
Michael,"Which moves us to, Best Mom Dundie. I guess we all kinda consider her a mom around the office. Meredith Palmer!",7,20
Meredith,"Tell ya one thing, I'm not gonna be a good mom tonight! Whooo!",7,20
Dwight,"Excuse me, can I get a photo of the Best Mom and the Best Dad please?",7,20
Jim,I gotta go do this.,7,20
Pam,Why?,7,20
Dwight,Big smiles folks! There they are.,7,20
Michael,"Year after year, I catch a lot of flak on this particular award, because year after year I present this award to a guy instead of a girl. Hottest in the office goes to, Danny Cordray! Danny couldn't be here tonight...",7,20
Ryan,"How do I feel about not winning Hottest in the Office this year? Uhm, I'm very relieved. How do you, how do you judge something like that? What is the criteria even? It's, it's so subjective.",7,20
Michael,"Stanley Hudson is a grump, everybody knows that. But did you know, that Stanley Hudson is also the face of a debilitating disease known as diabetes. The Diabetes Award goes to Stanley Hudson! Come on up here you sick bastard.",7,20
Phyllis,I have diabetes too. You don't see me making a big deal about it.,7,20
Angelo,"They say he's going to be my right hand man, adlib masturbation joke. No, I hate this, I hate it so much. Dwight Schrute! Please accept this promising Assistant Manager Dundie. Thank you, thank you so much. I would like to thank something that we, uh, take for granted in our daily lives. And that is the humble trashcan. This is for you trashcan!",7,20
Manager,Who gave you those crayons?,7,20
Kevin,I brought them from home! Do you have a red?,7,20
Manager,This is a cloth tablecloth! You can't color on it!,7,20
Kevin,Oh really? [camera shows that Kevin has drawn a house on the tablecloth.,7,20
Michael,"You know, herpes affects one in five sexually active adults? Pippy Longstocking, Ronald McDonald's wife, Ron Howard, Ron Weasley, what do thay all have in common? Red heads. Erin Hannon, come on up here and receive your Cutest Red Head in the Office Award!",7,20
Meredith,That is bull!,7,20
Erin,"Thank you, thank you! This is the first award I've ever won in my entire life. People are right about the Dundies, they are magical. But, I don't feel it. And I think that's because I'm not with the right person. Gabe, we should break up.",7,20
Gabe,What?,7,20
Erin,"I'm not attracted to you. I just, I cringe when you talk. I have to be honest. Right, right Pam? Thank you for hearing me.",7,20
Gabe,"Well, this is embarrassing, um, I'm obviously really angry at Erin. It's that quarter life crisis everyone's been talking about. Alright I'm gonna go.",7,20
Michael,There you go.,7,20
Darryl,Damn that was cold.,7,20
Michael,"It is difficult to recognize the person who will be replacing you. But he is a good guy, so the Michael Scott Award for Best Dundies Host goes to DeAngelo Vickers.",7,20
Audience,Speech! Speech! Speech! Speech!De,7,20
Angelo,"Hold on, hold on one second. I WANNA, I WANNA, I FEEL TRULY BLESSED! UHHH, TO BE WORKING WITH ALL OF YOU! BEFORE THIS ALL STARTED, FUNNY STORY, I WAS IN THE BATHROOM, VOMITTING, AND VOMITTING IN THE MEN'S ROOM!",7,20
Manager,"Okay, okay. De",7,20
Angelo,THAT'S WHY IT'S BEEN SHUT DOWN FOR MOST OF THE EVENING...,7,20
Michael,"DeAngelo is expressing himself. [manager pulls the microphone cable, everyone can still here DeAngelo.De",7,20
Angelo,"This is truly special, for me! And uh, anyway. It's so much lighter!",7,20
Michael,"Okay, we're done! That's it.De",7,20
Angelo,"Michael, are we?!",7,20
Michael,We're done. We're done!,7,20
Michael,"So that is how it ends. My last Dundies ever. I was hoping it'd be more like Godfather Three. That rapped up the whole franchise in an extremely satisfying way. But instead it is like Godfather One! That was, very confusing, had maybe three big laughs. Oh well...",7,20
Pam,"Michael, we were thinking maybe we could keep this thing going!",7,20
Michael,What?De,7,20
Angelo,I know I'm the cause of this royal screw up but I would like to see this show go on.,7,20
Michael,"No, no. You're being too hard on yourself. We had a very truncated rehearsal time.",7,20
Pam,"Let's grab some ice cream, go back to the office, and finish what we started.",7,20
Michael,"So what you're saying is you kinda like it? I've fallen and I can't get up! That Phyllis bit, that was pretty good.",7,20
Jim,"I don't know that we need to dissect it all now, but-",7,20
Michael,That got a big laugh.,7,20
Jim,That did. Pretty huge laugh.,7,20
Michael,You were laughing right?,7,20
Stanley,I was.,7,20
Angelo,"You know what, I have to go to the bathroom.",7,20
Michael,We're really close.De,7,20
Angelo,I can just run over to the gas station.,7,20
Dwight,We should just wait here and not get good seats in the conference room?,7,20
Michael,"That's true, we wouldn't get seats together.De",7,20
Angelo,"Okay, fine I'll hold it.",7,20
Michael,"You know, despite a couple hiccups, I think that went very well.",7,20
Dwight,I thought it was the worst Dundies I've ever been to.,7,20
Michael,Man! Maybe you should have won the Kind of a Bitch Award.,7,20
Dwight,"Gladly! I'd accept that award, because a bitch, is a female dog!De",7,20
Angelo,"Please don't stop so suddenly, the seatbelt is pressing on my bladder. Why are you even wearing a seatbelt, you're sitting in the backseat, baby.",7,20
Michael,What is your problem?!,7,20
Dwight,"I just don't see a point in the Dundies! Okay? The jokes are terrible, the venue is bad, the fashion is boring.",7,20
Michael,"Okay! That, that is unfair! The clothing was safe, but tasteful.",7,20
Dwight,"And next time, why don't you pick a co-host, that doesn't have microphone-a-phobia!De",7,20
Angelo,"Look, what ever you're going to do, how long is it going to take? Ballpark. 'Cause I just, I gotta make a decision here.",7,20
Michael,He is in an all-out sprint.,7,20
Michael,"Here... Okay! By his own omission, this person actually tried marijuana in college, so the Doobie Doobie Pothead Stoner of the Year Award goes to, Andy Bernard!",7,20
Andy,"A lot of people I'd like to thank, but I think we all actually wanna thank you Michael.",7,20
Michael,"Oh, okay.",7,20
Andy,"I mean, we actually all really wanna thank you, for everything.",7,20
Michael,"Oh my God, something's happening.",7,20
Andy,"Nine million, nine hundred eighty six thousand minutes! We actually sat down, and did the math.",7,20
All,"Nine million, nine hundred eighty six thousand minutes! That's how many minutes, that you've worked here.",7,20
Pam,In costumes!,7,20
Jim,And impressions!,7,20
Toby,In meetings.Erin and,7,20
Kelly,And cups of coffee.,7,20
Kevin,For birthdays!,7,20
Stanley,More meetings and-,7,20
Women,E-Mail forms you made us read.,7,20
All,"Nine million, nine hundred eighty six thousand minutes! That's like watching Die Hard, eighty thousand times!",7,20
Meredith,You hit me with your car!,7,20
Ryan,You helped me get off drugs!,7,20
Creed,I watch you when you sleep.,7,20
Oscar,I forgive you for kissing me!,7,20
All,"Remember to, call. Call. Remember to, call. Call. Remember to, call. Call.Kelly and",7,20
Erin,"Call, text or e-mail, or call.De",7,20
Angelo,Measure your life in love!,7,20
All,"Remember to call, remember to, call. Remember to call.",7,20
Michael,"Yeah, okay. Well this is gonna hurt like a mother.",7,20
Angelo,"Every day, millions of Americans suffer from extreme repulsiveness. Someone in our midst, is bringing that problem to light. Toby Flenderson, please come up here and accept the Extreme Repulsiveness Award. Oh that's so mean!",7,20
Michael,No it's not.,7,20
Oscar,It's his last Dundies.,7,20
Jim,You gotta play along man.,7,20
Oscar,Come on Toby.,7,20
Michael,Here he comes! Alright! You deserve it!,7,20
Toby,"I really disagree with this. I think it's kind of hateful. Though I am a little happy right now to have a platform to talk about the outcome of a case I was recently a juror on. The Scranton Strangler. That man's being put to death. I was part of the verdict, and I'm not so sure he's guilty any more. [Dwight plays a clip from the song",7,20
Oh Yeah,Ohhhh yeah! Chica chicaaa],7,20
Michael,"Well, I'm moving to Colorado to start my new life with Holly. Just up here, getting used to the altitude.",7,21
Dwight,Michael?,7,21
Michael,Yes?,7,21
Dwight,I've got a treat for you!,7,21
Michael,"Ahh, thank you. Like a butler.",7,21
Dwight,"Colorado specialty, Rocky Mountain Oysters.",7,21
Michael,"Oh, these do not taste like oysters.",7,21
Dwight,"That's because they're Not oysters, they're bull testicles! I cut them off fresh this morning! Hah!",7,21
Michael,Sick freak! What is wrong with you?,7,21
Dwight,What is wrong with you? I'm the sick freak? After what you did? You expect to be buttled? You didn't recommend me?!,7,21
Michael,"I don't own Dunder Mifflin, okay? The job was not mine to give. Look, I need your advice on something. I am told that there are bears in the Rockies.",7,21
Dwight,Where did you hear that? Obvious XM Radio?,7,21
Michael,"Well, I was just thinking that maybe I should keep a salami in my pocket...",7,21
Dwight,Great idea.,7,21
Michael,...in order to feed the bears.,7,21
Dwight,Especially if you think that life would be better without Legs!,7,21
Michael,How do you mean?,7,21
Dwight,"Black Bears can smell a salami at five miles Michael, what are you thinking?! And they run faster than a horse, so if you were thinking about outrunning one on a horse I would try a cheetah. You, in tight pants, Michael, are a salami to a Black Bear. Do you understand? You're like a giant walking salami!",7,21
Michael,"Okay, so no salami in the pants. How about a pepperoni?",7,21
Dwight,Any kind of meat that you can possibly name!,7,21
Michael,Okay.,7,21
Angelo,You're not gonna take all these toys are you?,7,21
Michael,Hm?De,7,21
Angelo,"I mean you don't have a job lined up, so it's not like you have a desk to put 'em on.",7,21
Michael,Well I have interviews.De,7,21
Angelo,"That's nice. How 'bout that truck? Can I have this little truck? I was thinking I might... glue a stapler on top. Or put a hole here, stick pens in it. You okay?",7,21
Michael,"Yes. Yes, you know what? Take my favorite truck. Sure.De",7,21
Angelo,"You know what? Uh, it's your last couple days, I'm gonna get out of your hair.",7,21
Michael,"Oh you don't, that's-De",7,21
Angelo,I will be in the break room.,7,21
Michael,That sounds good. Thank you.,7,21
Angelo,Dead man walking.,7,21
Michael,"Sad? No, no, no. I don't leave 'til tomorrow, so... Tomorrow I will be a wreck.",7,21
Gabe,Stay away from Erin!,7,21
Andy,Hey!,7,21
Gabe,I'm your boss!,7,21
Andy,"Why don't you, uh, stay away from me?",7,21
Gabe,"No, I'm gonna stand where I want. Okay? You don't wanna get on my bad side! I've seen some horrible things! I own over two hundred horror movies!",7,21
Andy,Okay! That's so weird! Just go away!,7,21
Gabe,No! You go away!,7,21
Andy,Hi Tuna.,7,21
Jim,So you guys are filming people when they go to the bathroom now?,7,21
Phyllis,How about cupcakes?,7,21
Angela,Please.,7,21
Pam,What's wrong with cupcakes?,7,21
Angela,Everything.,7,21
Michael,There they are! Party Planning Committee together again!,7,21
Pam,Well we all wanted to plan your goodbye party. We thought this would be easier.,7,21
Pam,We thought.,7,21
Angela,It's an experiment.,7,21
Phyllis,The three of us have all been chairmen before.,7,21
Pam,So this is the dream team.,7,21
Meredith,Hey! What are you saying?!,7,21
Angela,The dream team... and Meredith.,7,21
Meredith,"We decided on the ice cream. Mint chocolate chip, your favorite.",7,21
Michael,Mmm!,7,21
Phyllis,Yeah that was a surprise...,7,21
Michael,"You know what, I'm thinking maybe we should get ice cream that everybody'll like. How about vanilla? Let's get vanilla.",7,21
Pam,Okay.,7,21
Michael,"Tomorrow I want everyone to have a good time. No drama. And as for today, just a typical day. Alright?",7,21
Pam,Should we get toppings?,7,21
Michael,What do you like Pam?,7,21
Pam,What?,7,21
Michael,What kind of toppings would you like?,7,21
Pam,Hot fudge?,7,21
Michael,Sounds good. Fudge it up!,7,21
Michael,"I bought this for myself. And yesterday, they gave me this. I still need something to drink out of though.",7,21
Michael,"Attention everyone, before I leave tomorrow I would like to reveal a secret I have kept for over twenty years. A secret about Phyllis.",7,21
Phyllis,Please Michael.,7,21
Michael,"When Phyllis was in high school, she was so... cute. And she still is.",7,21
Phyllis,I thought he knew about the baby I gave away.,7,21
Phyllis,"Look Michael, it's a going away present so your hands won't get cold.",7,21
Michael,Ahh.,7,21
Phyllis,"It's almost done, but you can't get them wet, and they can't be dry-cleaned either. You have to hand wash without water, wring-dry gently, and use a hairdryer on cool.",7,21
Michael,"Sounds great, I just think it's great. Oh, I have gifts as well! And I will start, by giving the first gift to Phyllis! Phyllis, you are shy and sweet, and you don't often speak your mind, but you should. Because you have great ideas. So Phyllis, I am giving you this, so you can always remember to speak your mind.",7,21
Phyllis,It's cute.,7,21
Michael,"Stanley, you love your Sudoku and your puzzles, I bestow upon you, my felt. May you never lose the fun loving quality in life.",7,21
Stanley,"Where's the rest of it, it's got no balls.",7,21
Michael,"Well, okay... And Andy, Andy who needs confidence that he is a great salesman. I give you, my clients, our ten most important accounts.",7,21
Andy,Wow.,7,21
Stanley,Yeah wow!,7,21
Andy,You know I'm the worst salesman here right?,7,21
Michael,"But you're the best salesman, on the inside.",7,21
Phyllis,What does that even mean?,7,21
Michael,"You sold us all on Andy, a product that nobody wanted.",7,21
Andy,I'm gonna lose 'em.,7,21
Michael,You're not gonna lose them.,7,21
Andy,I promise you that I will.,7,21
Michael,Just do your best! I have faith in you.,7,21
Stanley,Gimme those clients!,7,21
Andy,No.,7,21
Phyllis,Do you believe that?!,7,21
Dwight,I've given up expecting Michael to do the right thing. Or the decent thing. Or even the comprehensible thing.,7,21
Angelo,"I used to be obese. Once you've conquered obesity, everything else is easy. Life literally moves in slow motion. I'm not saying I'm superman, but, let me just put it this way. If I were shot in the head, I'm pretty sure everything would be fine. I almost welcome it.",7,21
Michael,"Kevin, I have something for you.",7,21
Kevin,Oh!,7,21
Michael,You know who that is?,7,21
Kevin,Oh...,7,21
Michael,"Don't be a caricature Kevin, never be a caricature. How did that feel when I tore that up?",7,21
Kevin,Better...,7,21
Michael,"Good, stand up. You will be thin. You Won't drool over pizza like an animal anymore.",7,21
Kevin,But...,7,21
Michael,You will find love.,7,21
Kevin,"Michael, I'm pretty much okay with who I am now.",7,21
Michael,"Don't be. You should never settle for who you are. Oscar, Oscar, Oscar! Oscar, you are-",7,21
Andy,"I just lost Porter Hardware! I just, I lost 'em!",7,21
Michael,"Okay, you know what? Just do your best buddy! Okay, Oscar, you are very smart, and you have a gigantic education. And, I think of you as my scarecrow, because you gave me a brain. So that's why I made you this.",7,21
Oscar,Thank you Michael. It's beautiful.,7,21
Michael,"It looks like a It looks like it was made by a two year old monkey on a farm! He just accepted, accepted that I put all this work into it! He has the lowest opinion of me, of anybody!",7,21
Michael,"Was it just me, or did you think that we were going to have sex at some point?",7,21
Angela,It was just you...,7,21
Michael,"How would you have wanted to do it? Okay, okay. You know what? Inappropriate. I am engaged happily, and you have landed yourself a Senator.",7,21
Oscar,State Senator.,7,21
Michael,"Mmhmm, bravo!",7,21
Oscar,Brava!,7,21
Angela,You wanna see some pictures? I just got these.,7,21
Michael,Sure!,7,21
Angela,"Uhm, these are, okay this is us at the theater. And antiquing! Oh, rollerblading.",7,21
Michael,Who's that? Who's that guy?,7,21
Angela,"Oh, that's Thomas, Robert's aide.",7,21
Michael,"I guess this could be the one, huh?",7,21
Angela,Yeah.,7,21
Andy,Hey.De,7,21
Angelo,Hey!,7,21
Andy,I'm going to be dropping out on one of our biggest clients this afternoon and I could use some back up.De,7,21
Angelo,Let's rip it up homes.,7,21
Gabe,Walk away bitch.,7,21
Oscar,Oh Michael! Where do you want your last pay check sent?,7,21
Michael,My last pay check?,7,21
Oscar,You have an address yet in Colorado?,7,21
Michael,No.,7,21
Oscar,What town do Holly's parents live in?,7,21
Michael,"I'm not sure, um, Mountainton?",7,21
Kevin,Sounds beautiful!,7,21
Pam,You should do more stuff like that.,7,21
Kevin,I'm going to!,7,21
Jim,"Hey! It's almost your last day, come sit with us.",7,21
Michael,"Nah, I'm almost done.",7,21
Jim,You sure?,7,21
Michael,Yeah.,7,21
Pam,So I'm going to Carbondale this afternoon to get a new bulk shredder.,7,21
Kevin,Finally! That old shredder sucked.,7,21
Pam,"It's a good shredder, it just keeps breaking.",7,21
Kevin,"Yeah, it won't shred magazines.",7,21
Pam,It's not supposed to shred magazines Kevin.,7,21
Kevin,I know...,7,21
Jim,Did you break the shredder Kevin?,7,21
Kevin,"No, it's just... that old shredder sucks. Just get one that'll shred magazines.",7,21
